datetime,symbol,open,high,low,close,volume
2024-02-29 21:30:00,NASDAQ:GOOGL,137.28,138.86,136.4,138.46,42132953.0
2024-03-01 21:30:00,NASDAQ:GOOGL,138.43,138.87,136.92,137.14,31151116.0
2024-03-04 21:30:00,NASDAQ:GOOGL,135.66,135.66,131.91,133.35,55999415.0
2024-03-05 21:30:00,NASDAQ:GOOGL,131.88,133.24,130.665,132.67,40194757.0
2024-03-06 21:30:00,NASDAQ:GOOGL,133.12,133.58,130.85,131.4,35318610.0
2024-03-07 21:30:00,NASDAQ:GOOGL,132.795,134.94,131.61,134.38,37738209.0
2024-03-08 21:30:00,NASDAQ:GOOGL,134.21,138.085,134.0,135.41,39370392.0
2024-03-11 20:30:00,NASDAQ:GOOGL,136.13,139.095,136.13,137.67,32437772.0
2024-03-12 20:30:00,NASDAQ:GOOGL,137.03,139.375,137.03,138.5,27563354.0
2024-03-13 20:30:00,NASDAQ:GOOGL,139.0,141.09,138.99,139.79,23347208.0
2024-03-14 20:30:00,NASDAQ:GOOGL,141.19,143.585,140.455,143.1,42753387.0
2024-03-15 20:30:00,NASDAQ:GOOGL,142.5,143.18,140.03,141.18,49475417.0
2024-03-18 20:30:00,NASDAQ:GOOGL,148.61,152.15,147.17,147.68,69273699.0
2024-03-19 20:30:00,NASDAQ:GOOGL,148.16,148.7913,146.08,147.03,24070435.0
2024-03-20 20:30:00,NASDAQ:GOOGL,148.0,148.86,146.735,148.74,21311501.0
2024-03-21 20:30:00,NASDAQ:GOOGL,149.47,150.37,146.9001,147.6,24755597.0
2024-03-22 20:30:00,NASDAQ:GOOGL,149.12,151.58,148.98,150.77,29211769.0
2024-03-25 20:30:00,NASDAQ:GOOGL,149.94,150.375,147.82,150.07,19229285.0
2024-03-26 20:30:00,NASDAQ:GOOGL,150.22,152.256,149.98,150.67,22149137.0
2024-03-27 20:30:00,NASDAQ:GOOGL,151.18,151.635,148.9,150.87,22879178.0
2024-03-28 20:30:00,NASDAQ:GOOGL,150.85,151.43,150.17,150.93,24485390.0
2024-04-01 20:30:00,NASDAQ:GOOGL,150.69,155.74,150.61,155.49,31730848.0
2024-04-02 20:30:00,NASDAQ:GOOGL,153.5,154.7,152.15,154.56,24585985.0
2024-04-03 20:30:00,NASDAQ:GOOGL,153.6,155.08,152.73,154.92,24704991.0
2024-04-04 20:30:00,NASDAQ:GOOGL,153.5,154.77,150.45,150.53,34724738.0
2024-04-05 20:30:00,NASDAQ:GOOGL,150.03,153.42,149.6,152.5,23459246.0
2024-04-08 20:30:00,NASDAQ:GOOGL,152.78,155.27,152.61,154.85,20701974.0
2024-04-09 20:30:00,NASDAQ:GOOGL,156.085,158.56,155.19,156.6,31113013.0
2024-04-10 20:30:00,NASDAQ:GOOGL,156.21,156.61,154.68,156.14,22838629.0
2024-04-11 20:30:00,NASDAQ:GOOGL,156.91,159.68,156.46,159.41,27166431.0
2024-04-12 20:30:00,NASDAQ:GOOGL,157.96,160.2225,157.14,157.73,25353746.0
2024-04-15 20:30:00,NASDAQ:GOOGL,158.86,159.24,154.59,154.86,27136472.0
2024-04-16 20:30:00,NASDAQ:GOOGL,154.19,155.65,153.43,154.4,20779495.0
2024-04-17 20:30:00,NASDAQ:GOOGL,155.62,157.08,154.58,155.47,21763130.0
2024-04-18 20:30:00,NASDAQ:GOOGL,155.34,156.94,154.62,156.01,19883044.0
2024-04-19 20:30:00,NASDAQ:GOOGL,156.2,156.36,152.3,154.09,32615639.0
2024-04-22 20:30:00,NASDAQ:GOOGL,154.31,157.64,154.06,156.28,26446206.0
2024-04-23 20:30:00,NASDAQ:GOOGL,156.96,158.97,156.28,158.26,21151568.0
2024-04-24 20:30:00,NASDAQ:GOOGL,157.49,159.565,157.165,159.13,22779112.0
2024-04-25 20:30:00,NASDAQ:GOOGL,151.33,156.49,150.87,156.0,57109730.0
2024-04-26 20:30:00,NASDAQ:GOOGL,174.37,174.71,169.65,171.95,64665299.0
2024-04-29 20:30:00,NASDAQ:GOOGL,169.058,169.55,165.21,166.15,45610024.0
2024-04-30 20:30:00,NASDAQ:GOOGL,165.612,168.1,162.6,162.78,33562861.0
2024-05-01 20:30:00,NASDAQ:GOOGL,164.3,167.12,163.09,163.86,33493151.0
2024-05-02 20:30:00,NASDAQ:GOOGL,164.785,166.73,163.89,166.62,24294549.0
2024-05-03 20:30:00,NASDAQ:GOOGL,167.56,167.96,163.05,167.24,34662432.0
2024-05-06 20:30:00,NASDAQ:GOOGL,167.46,168.14,166.03,168.1,21871283.0
2024-05-07 20:30:00,NASDAQ:GOOGL,168.5,171.76,168.39,171.25,28039696.0
2024-05-08 20:30:00,NASDAQ:GOOGL,169.0,170.15,168.735,169.38,19569146.0
2024-05-09 20:30:00,NASDAQ:GOOGL,169.39,170.69,168.18,169.96,15346700.0
2024-05-10 20:30:00,NASDAQ:GOOGL,168.025,169.85,166.19,168.65,29799931.0
2024-05-13 20:30:00,NASDAQ:GOOGL,164.26,169.28,164.0,169.14,31327602.0
2024-05-14 20:30:00,NASDAQ:GOOGL,169.77,171.25,168.8,170.34,25127138.0
2024-05-15 20:30:00,NASDAQ:GOOGL,170.63,172.65,170.51,172.51,26948370.0
2024-05-16 20:30:00,NASDAQ:GOOGL,173.29,175.115,172.69,174.18,27867947.0
2024-05-17 20:30:00,NASDAQ:GOOGL,174.18,176.265,173.69,176.06,24479262.0
2024-05-20 20:30:00,NASDAQ:GOOGL,176.192,178.77,176.08,176.92,22554400.0
2024-05-21 20:30:00,NASDAQ:GOOGL,176.9,178.15,175.81,177.85,16989369.0
2024-05-22 20:30:00,NASDAQ:GOOGL,176.644,177.15,175.21,176.38,17880042.0
2024-05-23 20:30:00,NASDAQ:GOOGL,177.07,178.25,172.95,173.55,21024935.0
2024-05-24 20:30:00,NASDAQ:GOOGL,174.98,175.77,173.65,174.99,16579438.0
2024-05-28 20:30:00,NASDAQ:GOOGL,174.45,177.27,174.365,176.4,20572157.0
2024-05-29 20:30:00,NASDAQ:GOOGL,175.43,176.836,174.72,175.9,23388693.0
2024-05-30 20:30:00,NASDAQ:GOOGL,175.2,175.22,171.79,172.11,22958677.0
2024-05-31 20:30:00,NASDAQ:GOOGL,171.86,173.06,169.44,172.5,37638876.0
2024-06-03 20:30:00,NASDAQ:GOOGL,172.54,174.525,171.16,173.17,27459118.0
2024-06-04 20:30:00,NASDAQ:GOOGL,173.28,173.845,171.89,173.79,26879596.0
2024-06-05 20:30:00,NASDAQ:GOOGL,175.2,176.645,173.9339,175.41,22068519.0
2024-06-06 20:30:00,NASDAQ:GOOGL,175.895,177.15,175.75,176.73,23251013.0
2024-06-07 20:30:00,NASDAQ:GOOGL,177.05,177.87,174.3,174.46,19661399.0
2024-06-10 20:30:00,NASDAQ:GOOGL,174.97,177.06,172.76,175.01,23779218.0
2024-06-11 20:30:00,NASDAQ:GOOGL,176.22,176.84,173.7701,176.62,21540582.0
2024-06-12 20:30:00,NASDAQ:GOOGL,178.25,180.41,176.11,177.79,27864737.0
2024-06-13 20:30:00,NASDAQ:GOOGL,176.11,176.74,174.88,175.16,20913299.0
2024-06-14 20:30:00,NASDAQ:GOOGL,174.22,177.0623,174.15,176.79,18063555.0
2024-06-17 20:30:00,NASDAQ:GOOGL,175.46,178.36,174.81,177.24,19618497.0
2024-06-18 20:30:00,NASDAQ:GOOGL,177.14,177.385,174.1042,175.09,21869857.0
2024-06-20 20:30:00,NASDAQ:GOOGL,175.37,177.29,174.99,176.3,20160085.0
2024-06-21 20:30:00,NASDAQ:GOOGL,177.0,180.85,176.61,179.63,58582743.0
2024-06-24 20:30:00,NASDAQ:GOOGL,180.16,180.89,178.67,179.22,18298012.0
2024-06-25 20:30:00,NASDAQ:GOOGL,179.62,184.29,179.42,184.03,23235589.0
2024-06-26 20:30:00,NASDAQ:GOOGL,182.63,184.51,182.48,183.88,19838972.0
2024-06-27 20:30:00,NASDAQ:GOOGL,184.18,186.05,184.02,185.41,18848884.0
2024-06-28 20:30:00,NASDAQ:GOOGL,184.32,185.13,181.96,182.15,29156644.0
2024-07-01 20:30:00,NASDAQ:GOOGL,183.03,183.88,181.3,182.99,16006128.0
2024-07-02 20:30:00,NASDAQ:GOOGL,182.05,185.57,181.56,185.24,17372485.0
2024-07-03 20:30:00,NASDAQ:GOOGL,184.85,186.09,184.0,185.82,10242126.0
2024-07-05 20:30:00,NASDAQ:GOOGL,185.855,190.86,185.8,190.6,20967450.0
2024-07-08 20:30:00,NASDAQ:GOOGL,189.895,190.17,187.78,189.03,21035886.0
2024-07-09 20:30:00,NASDAQ:GOOGL,190.31,191.36,188.72,188.98,15141312.0
2024-07-10 20:30:00,NASDAQ:GOOGL,189.15,191.75,189.03,191.18,15952454.0
2024-07-11 20:30:00,NASDAQ:GOOGL,189.845,190.86,185.08,185.57,25625784.0
2024-07-12 20:30:00,NASDAQ:GOOGL,185.08,187.11,184.49,185.07,22898406.0
2024-07-15 20:30:00,NASDAQ:GOOGL,184.92,188.24,184.92,186.53,16474043.0
2024-07-16 20:30:00,NASDAQ:GOOGL,187.36,188.68,183.3736,183.92,18290722.0
2024-07-17 20:30:00,NASDAQ:GOOGL,182.965,183.55,179.9,181.02,20734071.0
2024-07-18 20:30:00,NASDAQ:GOOGL,181.93,182.5,176.47,177.69,25315727.0
2024-07-19 20:30:00,NASDAQ:GOOGL,178.88,180.29,177.13,177.66,18881885.0
2024-07-22 20:30:00,NASDAQ:GOOGL,180.59,182.7,180.23,181.67,24100345.0
2024-07-23 20:30:00,NASDAQ:GOOGL,182.05,183.61,181.54,181.79,36352714.0
2024-07-24 20:30:00,NASDAQ:GOOGL,173.6,176.19,171.82,172.63,49585203.0
2024-07-25 20:30:00,NASDAQ:GOOGL,172.52,173.42,167.19,167.28,44851973.0
2024-07-26 20:30:00,NASDAQ:GOOGL,167.15,168.09,164.06,167.0,41336886.0
2024-07-29 20:30:00,NASDAQ:GOOGL,168.83,170.43,167.99,169.53,20293822.0
2024-07-30 20:30:00,NASDAQ:GOOGL,170.24,171.2299,168.44,170.29,18959686.0
2024-07-31 20:30:00,NASDAQ:GOOGL,173.24,174.245,170.01,171.54,25729090.0
2024-08-01 20:30:00,NASDAQ:GOOGL,170.25,174.05,168.88,170.76,24531392.0
2024-08-02 20:30:00,NASDAQ:GOOGL,166.44,168.51,164.67,166.66,29130102.0
2024-08-05 20:30:00,NASDAQ:GOOGL,155.5,164.43,154.93,159.25,53630673.0
2024-08-06 20:30:00,NASDAQ:GOOGL,159.33,160.57,156.41,158.29,49004561.0
2024-08-07 20:30:00,NASDAQ:GOOGL,161.25,162.98,158.47,158.94,25138573.0
2024-08-08 20:30:00,NASDAQ:GOOGL,160.51,163.69,160.21,162.03,25578839.0
2024-08-09 20:30:00,NASDAQ:GOOGL,160.01,163.79,159.06,163.67,28602285.0
2024-08-12 20:30:00,NASDAQ:GOOGL,164.35,164.9,161.84,162.29,15895286.0
2024-08-13 20:30:00,NASDAQ:GOOGL,163.41,164.73,162.97,164.16,18551690.0
2024-08-14 20:30:00,NASDAQ:GOOGL,162.4,163.22,157.71,160.37,40591126.0
2024-08-15 20:30:00,NASDAQ:GOOGL,160.5,161.635,159.61,161.3,31524252.0
2024-08-16 20:30:00,NASDAQ:GOOGL,161.47,165.06,161.13,162.96,24208647.0
2024-08-19 20:30:00,NASDAQ:GOOGL,165.28,166.69,164.26,166.67,22416185.0
2024-08-20 20:30:00,NASDAQ:GOOGL,166.9,168.64,166.82,167.18,18341533.0
2024-08-21 20:30:00,NASDAQ:GOOGL,165.15,166.85,164.67,165.85,22901997.0
2024-08-22 20:30:00,NASDAQ:GOOGL,167.26,167.59,163.31,163.8,22493275.0
2024-08-23 20:30:00,NASDAQ:GOOGL,164.72,166.18,163.83,165.62,13955741.0
2024-08-26 20:30:00,NASDAQ:GOOGL,166.38,167.55,164.455,166.16,14190417.0
2024-08-27 20:30:00,NASDAQ:GOOGL,165.835,166.4426,164.46,164.68,11821941.0
2024-08-28 20:30:00,NASDAQ:GOOGL,165.035,165.6,161.5284,162.85,16407444.0
2024-08-29 20:30:00,NASDAQ:GOOGL,164.31,165.97,160.25,161.78,19699767.0
2024-08-30 20:30:00,NASDAQ:GOOGL,162.615,163.66,161.6925,163.38,22123811.0
2024-09-03 20:30:00,NASDAQ:GOOGL,161.72,161.85,156.48,157.36,38945301.0
2024-09-04 20:30:00,NASDAQ:GOOGL,156.655,159.0,155.9616,156.45,19353759.0
2024-09-05 20:30:00,NASDAQ:GOOGL,156.3,159.45,155.9805,157.24,18688747.0
2024-09-06 20:30:00,NASDAQ:GOOGL,157.3,157.83,150.55,150.92,37912130.0
2024-09-09 20:30:00,NASDAQ:GOOGL,152.51,153.4,147.215,148.71,39260451.0
2024-09-10 20:30:00,NASDAQ:GOOGL,150.45,151.27,148.34,148.66,31118765.0
2024-09-11 20:30:00,NASDAQ:GOOGL,149.92,151.5,147.52,151.16,29607693.0
2024-09-12 20:30:00,NASDAQ:GOOGL,153.8,154.82,152.65,154.69,29695048.0
2024-09-13 20:30:00,NASDAQ:GOOGL,155.43,158.38,155.21,157.46,29591152.0
2024-09-16 20:30:00,NASDAQ:GOOGL,157.31,158.25,156.6,158.06,18379775.0
2024-09-17 20:30:00,NASDAQ:GOOGL,159.02,160.55,158.375,159.32,20715612.0
2024-09-18 20:30:00,NASDAQ:GOOGL,159.86,160.5,158.595,159.81,23677315.0
2024-09-19 20:30:00,NASDAQ:GOOGL,163.71,163.79,161.34,162.14,26587733.0
2024-09-20 20:30:00,NASDAQ:GOOGL,163.5,163.73,162.06,163.59,40896438.0
2024-09-23 20:30:00,NASDAQ:GOOGL,164.35,165.49,161.67,161.85,24150852.0
2024-09-24 20:30:00,NASDAQ:GOOGL,163.03,163.2158,160.69,162.29,23332147.0
2024-09-25 20:30:00,NASDAQ:GOOGL,161.47,162.81,161.3,161.49,18869199.0
2024-09-26 20:30:00,NASDAQ:GOOGL,163.64,164.08,162.28,162.73,20319336.0
2024-09-27 20:30:00,NASDAQ:GOOGL,162.81,165.7,162.6261,163.95,21101307.0
2024-09-30 20:30:00,NASDAQ:GOOGL,163.32,166.15,163.26,165.85,20481303.0
2024-10-01 20:30:00,NASDAQ:GOOGL,167.685,169.16,164.58,166.99,28338123.0
2024-10-02 20:30:00,NASDAQ:GOOGL,166.42,167.52,164.73,165.86,17760179.0
2024-10-03 20:30:00,NASDAQ:GOOGL,164.41,166.64,163.923,165.86,15073101.0
2024-10-04 20:30:00,NASDAQ:GOOGL,168.06,168.23,165.48,167.06,19093724.0
2024-10-07 20:30:00,NASDAQ:GOOGL,167.72,168.48,162.75,162.98,22463140.0
2024-10-08 20:30:00,NASDAQ:GOOGL,163.94,164.725,162.87,164.38,23072733.0
2024-10-09 20:30:00,NASDAQ:GOOGL,163.45,164.84,159.74,161.86,31181774.0
2024-10-10 20:30:00,NASDAQ:GOOGL,160.87,163.07,160.395,162.08,14144068.0
2024-10-11 20:30:00,NASDAQ:GOOGL,162.13,163.9,161.235,163.24,15344251.0
2024-10-14 20:30:00,NASDAQ:GOOGL,163.64,166.226,163.4,164.96,19016141.0
2024-10-15 20:30:00,NASDAQ:GOOGL,165.785,167.68,164.625,165.46,20247195.0
2024-10-16 20:30:00,NASDAQ:GOOGL,164.53,165.8,163.74,165.16,16406030.0
2024-10-17 20:30:00,NASDAQ:GOOGL,165.73,166.37,162.76,162.93,21453395.0
2024-10-18 20:30:00,NASDAQ:GOOGL,163.19,164.71,163.08,163.42,19757661.0
2024-10-21 20:30:00,NASDAQ:GOOGL,162.95,164.5,162.62,164.07,20946455.0
2024-10-22 20:30:00,NASDAQ:GOOGL,162.98,165.77,162.98,165.14,16568121.0
2024-10-23 20:30:00,NASDAQ:GOOGL,164.76,165.82,161.925,162.78,18280518.0
2024-10-24 20:30:00,NASDAQ:GOOGL,162.83,163.33,161.01,162.72,22412527.0
2024-10-25 20:30:00,NASDAQ:GOOGL,163.67,165.59,163.42,165.27,19828884.0
2024-10-28 20:30:00,NASDAQ:GOOGL,168.75,168.75,163.95,166.72,32138641.0
2024-10-29 20:30:00,NASDAQ:GOOGL,167.73,170.38,167.0896,169.68,42169025.0
2024-10-30 20:30:00,NASDAQ:GOOGL,180.68,182.02,174.0599,174.46,68890787.0
2024-10-31 20:30:00,NASDAQ:GOOGL,173.13,176.82,171.0,171.11,44768981.0
2024-11-01 20:30:00,NASDAQ:GOOGL,170.07,172.32,168.88,171.29,31796477.0
2024-11-04 21:30:00,NASDAQ:GOOGL,169.93,170.73,168.011,169.24,21492744.0
2024-11-05 21:30:00,NASDAQ:GOOGL,169.43,170.53,168.84,169.74,18242050.0
2024-11-06 21:30:00,NASDAQ:GOOGL,173.8,176.94,173.5,176.51,33695538.0
2024-11-07 21:30:00,NASDAQ:GOOGL,177.41,181.08,177.19,180.75,25352939.0
2024-11-08 21:30:00,NASDAQ:GOOGL,180.645,180.9,178.08,178.35,22006182.0
2024-11-11 21:30:00,NASDAQ:GOOGL,178.58,180.545,178.47,180.35,17450354.0
2024-11-12 21:30:00,NASDAQ:GOOGL,179.82,182.49,179.39,181.62,25134905.0
2024-11-13 21:30:00,NASDAQ:GOOGL,180.46,180.96,178.54,178.88,23184003.0
2024-11-14 21:30:00,NASDAQ:GOOGL,178.28,178.82,174.3218,175.58,31007457.0
2024-11-15 21:30:00,NASDAQ:GOOGL,173.73,174.14,171.22,172.49,32504649.0
2024-11-18 21:30:00,NASDAQ:GOOGL,173.42,175.438,172.9,175.3,20206613.0
2024-11-19 21:30:00,NASDAQ:GOOGL,173.72,178.87,173.56,178.12,23434925.0
2024-11-20 21:30:00,NASDAQ:GOOGL,177.34,177.675,173.78,175.98,18997111.0
2024-11-21 21:30:00,NASDAQ:GOOGL,173.9,174.13,163.7,167.63,59734379.0
2024-11-22 21:30:00,NASDAQ:GOOGL,165.85,166.46,163.9,164.76,38604587.0
2024-11-25 21:30:00,NASDAQ:GOOGL,166.09,168.63,165.6072,167.65,33135263.0
2024-11-26 21:30:00,NASDAQ:GOOGL,167.63,169.82,167.58,169.12,20486720.0
2024-11-27 21:30:00,NASDAQ:GOOGL,169.0,169.4832,168.02,169.23,19266511.0
2024-11-29 21:30:00,NASDAQ:GOOGL,168.5,169.43,167.16,168.95,14257244.0
2024-12-02 21:30:00,NASDAQ:GOOGL,168.765,172.075,168.57,171.49,23789084.0
2024-12-03 21:30:00,NASDAQ:GOOGL,171.49,172.68,170.85,171.34,22248705.0
2024-12-04 21:30:00,NASDAQ:GOOGL,171.145,174.91,171.06,174.37,31615137.0
2024-12-05 21:30:00,NASDAQ:GOOGL,175.36,176.06,172.33,172.64,21356243.0
2024-12-06 21:30:00,NASDAQ:GOOGL,172.03,175.08,171.86,174.71,21462393.0
2024-12-09 21:30:00,NASDAQ:GOOGL,173.96,176.26,173.65,175.37,25389631.0
2024-12-10 21:30:00,NASDAQ:GOOGL,182.845,186.36,181.05,185.17,54813022.0
2024-12-11 21:30:00,NASDAQ:GOOGL,185.31,195.61,184.85,195.4,67894071.0
2024-12-12 21:30:00,NASDAQ:GOOGL,195.0,195.18,191.71,191.96,34817486.0
2024-12-13 21:30:00,NASDAQ:GOOGL,191.01,192.73,189.64,189.82,25143495.0
2024-12-16 21:30:00,NASDAQ:GOOGL,192.87,199.0,192.62,196.66,44934901.0
2024-12-17 21:30:00,NASDAQ:GOOGL,197.25,201.42,194.98,195.42,43504025.0
2024-12-18 21:30:00,NASDAQ:GOOGL,195.22,197.0,187.74,188.4,34166074.0
2024-12-19 21:30:00,NASDAQ:GOOGL,191.625,193.03,188.38,188.51,32265241.0
2024-12-20 21:30:00,NASDAQ:GOOGL,185.78,192.89,185.22,191.41,63462934.0
2024-12-23 21:30:00,NASDAQ:GOOGL,192.62,195.1,190.15,194.63,25675014.0
2024-12-24 21:30:00,NASDAQ:GOOGL,194.84,196.11,193.78,196.11,10403259.0
2024-12-26 21:30:00,NASDAQ:GOOGL,195.15,196.748,194.375,195.6,12057210.0
2024-12-27 21:30:00,NASDAQ:GOOGL,194.95,195.32,190.65,192.76,18891362.0
2024-12-30 21:30:00,NASDAQ:GOOGL,189.8,192.55,189.12,191.24,14264659.0
2024-12-31 21:30:00,NASDAQ:GOOGL,191.075,191.96,188.51,189.3,17466919.0
2025-01-02 21:30:00,NASDAQ:GOOGL,190.65,192.0,187.5,189.43,20370828.0
2025-01-03 21:30:00,NASDAQ:GOOGL,191.37,193.21,189.975,191.79,18596159.0
2025-01-06 21:30:00,NASDAQ:GOOGL,193.98,198.2222,193.85,196.87,29563638.0
2025-01-07 21:30:00,NASDAQ:GOOGL,197.11,201.0,194.6,195.49,26487244.0
2025-01-08 21:30:00,NASDAQ:GOOGL,192.57,196.29,192.38,193.95,24864766.0
2025-01-10 21:30:00,NASDAQ:GOOGL,194.295,196.52,190.31,192.04,26665206.0
2025-01-13 21:30:00,NASDAQ:GOOGL,190.07,191.18,187.36,191.01,21823699.0
2025-01-14 21:30:00,NASDAQ:GOOGL,191.24,191.98,188.3082,189.66,17174854.0
2025-01-15 21:30:00,NASDAQ:GOOGL,193.09,196.36,191.86,195.55,21775969.0
2025-01-16 21:30:00,NASDAQ:GOOGL,194.14,195.48,192.81,192.91,17815432.0
2025-01-17 21:30:00,NASDAQ:GOOGL,196.53,197.23,193.75,196.0,27735089.0
2025-01-21 21:30:00,NASDAQ:GOOGL,199.07,202.29,197.87,198.05,29971292.0
2025-01-22 21:30:00,NASDAQ:GOOGL,199.06,200.48,197.53,198.37,26200617.0
2025-01-23 21:30:00,NASDAQ:GOOGL,198.14,200.3,195.2,197.98,26951357.0
2025-01-24 21:30:00,NASDAQ:GOOGL,198.1,200.9,198.0,200.21,23877521.0
2025-01-27 21:30:00,NASDAQ:GOOGL,192.41,196.88,190.73,191.81,41728893.0
2025-01-28 21:30:00,NASDAQ:GOOGL,192.745,195.48,190.68,195.3,24157929.0
2025-01-29 21:30:00,NASDAQ:GOOGL,195.555,196.785,193.43,195.41,18218256.0
2025-01-30 21:30:00,NASDAQ:GOOGL,198.0,201.4,197.67,200.87,24354684.0
2025-01-31 21:30:00,NASDAQ:GOOGL,202.0,205.48,201.8,204.02,32041952.0
2025-02-03 21:30:00,NASDAQ:GOOGL,200.69,203.75,200.1,201.23,27838348.0
2025-02-04 21:30:00,NASDAQ:GOOGL,203.39,207.05,202.81,206.38,43856425.0
2025-02-05 21:30:00,NASDAQ:GOOGL,191.07,192.75,188.03,191.33,70461770.0
2025-02-06 21:30:00,NASDAQ:GOOGL,189.5,192.1,188.72,191.6,29297442.0
2025-02-07 21:30:00,NASDAQ:GOOGL,191.05,191.18,183.24,185.34,49314961.0
2025-02-10 21:30:00,NASDAQ:GOOGL,187.35,188.2,185.86,186.47,23105649.0
2025-02-11 21:30:00,NASDAQ:GOOGL,185.03,186.94,184.28,185.32,21239519.0
2025-02-12 21:30:00,NASDAQ:GOOGL,183.22,185.11,181.83,183.61,22072559.0
2025-02-13 21:30:00,NASDAQ:GOOGL,184.32,186.28,183.14,186.14,21402523.0
2025-02-14 21:30:00,NASDAQ:GOOGL,185.055,186.4,184.32,185.23,20448437.0
2025-02-18 21:30:00,NASDAQ:GOOGL,185.6,185.96,181.7401,183.77,29916675.0
2025-02-19 21:30:00,NASDAQ:GOOGL,184.07,185.46,183.59,185.27,19549396.0
2025-02-20 21:30:00,NASDAQ:GOOGL,184.8,185.31,182.72,184.56,20441462.0
2025-02-21 21:30:00,NASDAQ:GOOGL,185.15,185.34,179.08,179.66,35199239.0
2025-02-24 21:30:00,NASDAQ:GOOGL,181.99,183.12,178.885,179.25,29854206.0
2025-02-25 21:30:00,NASDAQ:GOOGL,178.04,178.74,174.6939,175.42,41913411.0
2025-02-26 21:30:00,NASDAQ:GOOGL,175.07,176.08,171.5807,172.73,35431268.0
2025-02-27 21:30:00,NASDAQ:GOOGL,173.99,174.56,167.94,168.5,39991015.0
2025-02-28 21:30:00,NASDAQ:GOOGL,168.68,170.61,166.77,170.28,48130565.0
2025-03-03 21:30:00,NASDAQ:GOOGL,171.925,173.37,165.93,167.01,40770451.0
2025-03-04 21:30:00,NASDAQ:GOOGL,166.24,173.2946,165.8,170.92,45387996.0
2025-03-05 21:30:00,NASDAQ:GOOGL,170.52,173.78,169.06,173.02,30954922.0
2025-03-06 21:30:00,NASDAQ:GOOGL,170.53,174.81,170.5,172.35,28301953.0
2025-03-07 21:30:00,NASDAQ:GOOGL,171.26,174.97,170.27,173.86,27385813.0
2025-03-10 20:30:00,NASDAQ:GOOGL,168.26,168.46,163.69,165.87,43604027.0
2025-03-11 20:30:00,NASDAQ:GOOGL,164.91,166.75,161.37,164.04,39587414.0
2025-03-12 20:30:00,NASDAQ:GOOGL,166.58,167.6399,163.53,167.11,28372396.0
2025-03-13 20:30:00,NASDAQ:GOOGL,166.035,166.13,162.11,162.76,31756214.0
